reservation_id,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,country,meal,required_car_parking_spaces,total_of_special_requests,market_segment,distribution_channel,is_repeated_guest,reserved_room_type,assigned_room_type,deposit_type,agent,company,customer_type,adr,reservation_status,reservation_status_date,cluster,customer_segment
44319,City Hotel,1,89,2015,October,40,3,2,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,1.0,,Transient,62.0,Canceled,2015-09-09,1,1
44325,City Hotel,1,89,2015,October,40,3,2,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,1.0,,Transient,62.0,Canceled,2015-09-09,1,1
44326,City Hotel,1,89,2015,October,40,3,2,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,1.0,,Transient,62.0,Canceled,2015-09-09,1,1
44329,City Hotel,1,89,2015,October,40,3,2,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,1.0,,Transient,62.0,Canceled,2015-09-09,1,1
44330,City Hotel,1,89,2015,October,40,3,2,2,1,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,1.0,,Transient,60.0,Canceled,2015-09-09,1,1
44331,City Hotel,1,89,2015,October,40,3,2,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,1.0,,Transient,62.0,Canceled,2015-09-09,1,1
44332,City Hotel,1,89,2015,October,40,3,2,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,1.0,,Transient,62.0,Canceled,2015-09-09,1,1
44335,City Hotel,1,31,2015,October,40,3,2,5,2,0.0,0,PRT,BB,0,2,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Contract,102.99,Canceled,2015-08-09,0,0
44336,City Hotel,0,69,2015,October,41,4,1,0,2,0.0,0,DEU,BB,0,1,Online TA,TA/TO,0,A,E,No Deposit,7.0,,Transient,68.72,Check-Out,2015-05-10,1,1
44340,City Hotel,0,61,2015,October,41,4,2,0,2,0.0,0,PRT,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,12.0,,Transient-Party,91.0,Check-Out,2015-06-10,1,1
44343,City Hotel,0,61,2015,October,41,4,2,0,2,0.0,0,FRA,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,12.0,,Transient-Party,91.0,Check-Out,2015-06-10,1,1
44345,City Hotel,0,61,2015,October,41,4,2,0,2,0.0,0,FRA,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,12.0,,Transient-Party,91.0,Check-Out,2015-06-10,1,1
44351,City Hotel,0,61,2015,October,41,4,2,0,2,0.0,0,FRA,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,12.0,,Transient-Party,91.0,Check-Out,2015-06-10,1,1
44353,City Hotel,0,61,2015,October,41,4,2,0,1,0.0,0,PRT,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,12.0,,Transient-Party,73.0,Check-Out,2015-06-10,1,1
44360,City Hotel,0,61,2015,October,41,4,2,0,1,0.0,0,PRT,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,12.0,,Transient-Party,0.0,Check-Out,2015-06-10,1,1
44364,City Hotel,0,61,2015,October,41,4,2,0,1,0.0,0,PRT,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,12.0,,Transient-Party,73.0,Check-Out,2015-06-10,1,1
44366,City Hotel,0,31,2015,October,41,4,2,1,2,0.0,0,GBR,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Contract,99.9,Check-Out,2015-07-10,1,1
44368,City Hotel,0,26,2015,October,41,4,2,1,2,0.0,0,GBR,BB,0,1,Online TA,TA/TO,0,A,D,No Deposit,7.0,,Transient,80.85,Check-Out,2015-07-10,1,1
44370,City Hotel,0,29,2015,October,41,4,2,2,2,0.0,0,DEU,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,27.0,,Group,46.54,Check-Out,2015-08-10,1,1
44371,City Hotel,0,34,2015,October,41,4,2,2,2,0.0,0,DEU,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,94.5,Check-Out,2015-08-10,1,1
44375,City Hotel,0,54,2015,October,41,5,1,0,1,0.0,0,PRT,BB,0,0,Corporate,Corporate,0,A,D,No Deposit,,40.0,Transient,65.0,Check-Out,2015-06-10,1,1
44377,City Hotel,0,28,2015,October,41,5,1,0,2,0.0,0,USA,BB,0,2,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Contract,94.5,Check-Out,2015-06-10,0,0
44379,City Hotel,0,40,2015,October,41,5,1,1,2,0.0,0,ITA,BB,0,0,Offline TA/TO,TA/TO,0,A,D,No Deposit,3.0,,Transient-Party,70.0,Check-Out,2015-07-10,1,1
44381,City Hotel,0,88,2015,October,41,5,1,1,2,0.0,0,ITA,HB,0,0,Offline TA/TO,TA/TO,0,A,D,No Deposit,26.0,,Transient-Party,112.2,Check-Out,2015-07-10,1,1
44383,City Hotel,0,88,2015,October,41,5,1,1,2,0.0,0,PRT,HB,0,0,Offline TA/TO,TA/TO,0,A,D,No Deposit,26.0,,Transient-Party,112.2,Check-Out,2015-07-10,1,1
44384,City Hotel,0,88,2015,October,41,5,1,1,1,0.0,0,ITA,HB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,26.0,,Transient-Party,90.6,Check-Out,2015-07-10,1,1
44386,City Hotel,0,40,2015,October,41,5,1,1,3,0.0,0,PRT,BB,0,0,Offline TA/TO,TA/TO,0,A,D,No Deposit,3.0,,Transient-Party,98.0,Check-Out,2015-07-10,1,1
44388,City Hotel,0,88,2015,October,41,5,1,1,2,0.0,0,PRT,HB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,26.0,,Transient-Party,112.2,Check-Out,2015-07-10,1,1
44389,City Hotel,0,40,2015,October,41,5,1,1,2,0.0,0,ITA,BB,0,0,Offline TA/TO,TA/TO,0,A,D,No Deposit,3.0,,Transient-Party,70.0,Check-Out,2015-07-10,1,1
44390,City Hotel,0,88,2015,October,41,5,1,1,2,0.0,0,PRT,HB,0,0,Offline TA/TO,TA/TO,0,A,D,No Deposit,26.0,,Transient-Party,112.2,Check-Out,2015-07-10,1,1
44394,City Hotel,0,88,2015,October,41,5,1,1,2,0.0,0,PRT,HB,0,0,Offline TA/TO,TA/TO,0,A,D,No Deposit,26.0,,Transient-Party,112.2,Check-Out,2015-07-10,1,1
44396,City Hotel,0,88,2015,October,41,5,1,1,2,0.0,0,PRT,HB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,26.0,,Transient-Party,112.2,Check-Out,2015-07-10,1,1
44398,City Hotel,0,40,2015,October,41,5,1,1,2,0.0,0,PRT,BB,0,0,Offline TA/TO,TA/TO,0,A,D,No Deposit,3.0,,Transient-Party,70.0,Check-Out,2015-07-10,1,1
44400,City Hotel,0,88,2015,October,41,5,1,1,1,0.0,0,PRT,HB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,26.0,,Transient-Party,90.6,Check-Out,2015-07-10,1,1
44401,City Hotel,0,88,2015,October,41,5,1,1,1,0.0,0,PRT,HB,0,0,Offline TA/TO,TA/TO,0,A,D,No Deposit,26.0,,Transient-Party,90.6,Check-Out,2015-07-10,1,1
44402,City Hotel,0,88,2015,October,41,5,1,1,2,0.0,0,ITA,HB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,26.0,,Transient-Party,112.2,Check-Out,2015-07-10,1,1
44405,City Hotel,0,88,2015,October,41,5,1,1,2,0.0,0,PRT,HB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,26.0,,Transient-Party,112.2,Check-Out,2015-07-10,1,1
44407,City Hotel,0,88,2015,October,41,5,1,1,2,0.0,0,PRT,HB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,26.0,,Transient-Party,112.2,Check-Out,2015-07-10,1,1
44411,City Hotel,0,31,2015,October,41,5,1,2,1,0.0,0,MYS,BB,0,2,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Contract,85.5,Check-Out,2015-08-10,0,0
44414,City Hotel,1,97,2015,October,41,5,1,3,1,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,29.0,,Transient,140.0,Canceled,2015-03-07,1,1
44420,City Hotel,1,97,2015,October,41,5,1,3,1,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,29.0,,Transient,140.0,Canceled,2015-03-07,1,1
44421,City Hotel,1,97,2015,October,41,5,1,3,1,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,29.0,,Transient,140.0,Canceled,2015-03-07,1,1
44422,City Hotel,1,97,2015,October,41,5,1,3,1,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,29.0,,Transient,140.0,Canceled,2015-03-07,1,1
44425,City Hotel,1,97,2015,October,41,5,1,3,1,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,29.0,,Transient,140.0,Canceled,2015-03-07,1,1
44429,City Hotel,1,97,2015,October,41,5,1,3,1,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,29.0,,Transient,140.0,Canceled,2015-03-07,1,1
44431,City Hotel,1,97,2015,October,41,5,1,3,1,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,29.0,,Transient,99.9,Canceled,2015-03-07,1,1
44432,City Hotel,1,97,2015,October,41,5,1,3,1,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,29.0,,Transient,140.0,Canceled,2015-03-07,1,1
44436,City Hotel,1,97,2015,October,41,5,1,3,1,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,29.0,,Transient,140.0,Canceled,2015-03-07,1,1
44438,City Hotel,1,97,2015,October,41,5,1,3,1,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,29.0,,Transient,140.0,Canceled,2015-03-07,1,1
44440,City Hotel,1,97,2015,October,41,5,1,3,1,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,29.0,,Transient,140.0,Canceled,2015-03-07,1,1
44443,City Hotel,1,97,2015,October,41,5,1,3,1,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,29.0,,Transient,140.0,Canceled,2015-03-07,1,1
44445,City Hotel,1,97,2015,October,41,5,1,3,1,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,29.0,,Transient,99.9,Canceled,2015-03-07,1,1
44450,City Hotel,0,111,2015,October,41,5,1,3,2,0.0,0,DEU,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,27.0,,Transient,72.25,Check-Out,2015-09-10,1,1
44453,City Hotel,1,97,2015,October,41,5,1,3,1,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,29.0,,Transient,140.0,Canceled,2015-03-07,1,1
44455,City Hotel,1,97,2015,October,41,5,1,3,1,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,29.0,,Transient,140.0,Canceled,2015-03-07,1,1
44456,City Hotel,1,97,2015,October,41,5,1,3,1,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,29.0,,Transient,99.9,Canceled,2015-03-07,1,1
44458,City Hotel,1,97,2015,October,41,5,1,3,1,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,29.0,,Transient,140.0,Canceled,2015-03-07,1,1
44461,City Hotel,1,97,2015,October,41,5,1,3,1,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,29.0,,Transient,140.0,Canceled,2015-03-07,1,1
44462,City Hotel,1,97,2015,October,41,5,1,3,1,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,29.0,,Transient,99.9,Canceled,2015-03-07,1,1
44465,City Hotel,1,97,2015,October,41,5,1,3,1,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,29.0,,Transient,140.0,Canceled,2015-03-07,1,1
44467,City Hotel,1,97,2015,October,41,5,1,3,1,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,29.0,,Transient,99.9,Canceled,2015-03-07,1,1
44471,City Hotel,1,97,2015,October,41,5,1,3,1,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,29.0,,Transient,140.0,Canceled,2015-03-07,1,1
44472,City Hotel,1,97,2015,October,41,5,1,3,1,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,29.0,,Transient,140.0,Canceled,2015-03-07,1,1
44475,City Hotel,1,97,2015,October,41,5,1,3,1,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,29.0,,Transient,140.0,Canceled,2015-03-07,1,1
44477,City Hotel,1,97,2015,October,41,5,1,3,1,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,29.0,,Transient,140.0,Canceled,2015-03-07,1,1
44480,City Hotel,0,27,2015,October,41,5,1,4,2,0.0,0,PRT,BB,0,2,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Contract,106.02,Check-Out,2015-10-10,0,0
44483,City Hotel,1,42,2015,October,41,6,0,1,2,0.0,0,PRT,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,8.0,,Transient,86.4,Canceled,2015-02-10,1,1
44493,City Hotel,1,32,2015,October,41,6,0,3,2,0.0,0,PRT,BB,0,2,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Contract,94.5,Canceled,2015-04-09,0,0
44496,City Hotel,0,34,2015,October,41,6,0,3,2,0.0,0,GBR,BB,0,2,Online TA,TA/TO,0,A,B,No Deposit,9.0,,Contract,94.5,Check-Out,2015-09-10,0,0
44499,City Hotel,1,33,2015,October,41,6,0,4,1,0.0,0,PRT,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Contract,89.78,Canceled,2015-03-09,0,0
44501,City Hotel,1,33,2015,October,41,6,0,4,2,2.0,0,PRT,BB,0,2,Online TA,TA/TO,0,F,F,No Deposit,9.0,,Contract,159.75,Canceled,2015-03-09,0,0
44504,City Hotel,0,33,2015,October,41,7,0,0,2,0.0,0,PRT,SC,0,0,Online TA,TA/TO,0,A,K,No Deposit,11.0,,Transient,0.0,Check-Out,2015-07-10,1,1
44507,City Hotel,0,97,2015,October,41,7,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,G,No Deposit,1.0,,Transient-Party,62.0,Check-Out,2015-09-10,1,1
44508,City Hotel,0,97,2015,October,41,7,0,2,2,0.0,0,PRT,BB,0,1,Groups,TA/TO,0,A,A,No Deposit,1.0,,Transient-Party,62.0,Check-Out,2015-09-10,1,1
44510,City Hotel,0,97,2015,October,41,7,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,No Deposit,1.0,,Transient-Party,62.0,Check-Out,2015-09-10,1,1
44512,City Hotel,0,97,2015,October,41,7,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,No Deposit,1.0,,Transient-Party,62.0,Check-Out,2015-09-10,1,1
44515,City Hotel,0,97,2015,October,41,7,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,No Deposit,1.0,,Transient-Party,62.0,Check-Out,2015-09-10,1,1
44516,City Hotel,0,97,2015,October,41,7,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,F,No Deposit,1.0,,Transient-Party,62.0,Check-Out,2015-09-10,1,1
44518,City Hotel,0,35,2015,October,41,7,0,2,2,0.0,0,PRT,SC,0,1,Online TA,TA/TO,0,A,A,No Deposit,7.0,,Transient,66.53,Check-Out,2015-09-10,1,1
44519,City Hotel,0,97,2015,October,41,7,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,No Deposit,1.0,,Transient-Party,62.0,Check-Out,2015-09-10,1,1
44522,City Hotel,0,97,2015,October,41,7,0,2,1,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,C,No Deposit,1.0,,Transient-Party,60.0,Check-Out,2015-09-10,1,1
44523,City Hotel,0,97,2015,October,41,7,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,D,No Deposit,1.0,,Transient-Party,62.0,Check-Out,2015-09-10,1,1
44527,City Hotel,0,97,2015,October,41,7,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,D,No Deposit,1.0,,Transient-Party,62.0,Check-Out,2015-09-10,1,1
44528,City Hotel,0,97,2015,October,41,7,0,2,1,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,D,No Deposit,1.0,,Transient-Party,0.0,Check-Out,2015-09-10,1,1
44530,City Hotel,0,97,2015,October,41,7,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,B,No Deposit,1.0,,Transient-Party,62.0,Check-Out,2015-09-10,1,1
44532,City Hotel,0,97,2015,October,41,7,0,2,2,0.0,0,PRT,BB,0,1,Groups,TA/TO,0,A,A,No Deposit,1.0,,Transient-Party,62.0,Check-Out,2015-09-10,1,1
44535,City Hotel,0,97,2015,October,41,7,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,No Deposit,1.0,,Transient-Party,62.0,Check-Out,2015-09-10,1,1
44537,City Hotel,0,97,2015,October,41,7,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,D,No Deposit,1.0,,Transient-Party,62.0,Check-Out,2015-09-10,1,1
44540,City Hotel,0,34,2015,October,41,7,0,3,2,0.0,0,BEL,BB,0,0,Online TA,TA/TO,0,A,B,No Deposit,9.0,,Contract,99.9,Check-Out,2015-10-10,1,1
44542,City Hotel,0,92,2015,October,41,7,0,4,1,0.0,0,PRT,BB,0,0,Offline TA/TO,TA/TO,0,A,B,No Deposit,3.0,,Transient-Party,65.0,Check-Out,2015-11-10,1,1
44543,City Hotel,0,92,2015,October,41,7,0,4,2,0.0,0,PRT,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,3.0,,Transient-Party,70.0,Check-Out,2015-11-10,1,1
44544,City Hotel,0,92,2015,October,41,7,0,4,2,0.0,0,PRT,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,3.0,,Transient-Party,70.0,Check-Out,2015-11-10,1,1
44546,City Hotel,0,93,2015,October,41,7,0,4,2,0.0,0,PRT,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,8.0,,Transient,89.25,Check-Out,2015-11-10,0,0
44547,City Hotel,0,92,2015,October,41,7,0,4,2,0.0,0,PRT,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,3.0,,Transient-Party,70.0,Check-Out,2015-11-10,1,1
44548,City Hotel,0,92,2015,October,41,7,0,4,2,0.0,0,PRT,BB,0,0,Offline TA/TO,TA/TO,0,A,B,No Deposit,3.0,,Transient-Party,70.0,Check-Out,2015-11-10,1,1
44549,City Hotel,0,92,2015,October,41,7,0,4,1,0.0,0,PRT,BB,0,0,Offline TA/TO,TA/TO,0,A,B,No Deposit,3.0,,Transient-Party,65.0,Check-Out,2015-11-10,1,1
44551,City Hotel,0,92,2015,October,41,7,0,4,2,0.0,0,PRT,BB,0,0,Offline TA/TO,TA/TO,0,A,B,No Deposit,3.0,,Transient-Party,70.0,Check-Out,2015-11-10,1,1
44559,City Hotel,0,92,2015,October,41,7,0,4,2,0.0,0,PRT,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,3.0,,Transient-Party,70.0,Check-Out,2015-11-10,1,1
44560,City Hotel,0,92,2015,October,41,7,0,4,2,0.0,0,PRT,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,3.0,,Transient-Party,70.0,Check-Out,2015-11-10,1,1
44562,City Hotel,1,34,2015,October,41,7,2,4,2,0.0,0,PRT,BB,0,0,Offline TA/TO,TA/TO,0,D,D,No Deposit,27.0,,Transient,70.83,Canceled,2015-03-09,1,1
44565,City Hotel,0,34,2015,October,41,7,0,3,2,0.0,0,DEU,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,7.0,,Transient,72.76,Check-Out,2015-10-10,1,1
44568,City Hotel,0,30,2015,October,41,8,0,0,2,0.0,0,PRT,BB,0,0,Offline TA/TO,TA/TO,0,A,K,No Deposit,50.0,,Transient,0.0,Check-Out,2015-08-10,1,1
44569,City Hotel,0,34,2015,October,41,8,0,1,2,0.0,0,PRT,SC,0,2,Online TA,TA/TO,0,A,K,No Deposit,9.0,,Contract,86.4,Check-Out,2015-09-10,0,0
44570,City Hotel,0,35,2015,October,41,8,0,2,1,0.0,0,GBR,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Contract,94.05,Check-Out,2015-10-10,1,1
44571,City Hotel,0,65,2015,October,41,8,0,3,2,0.0,0,DEU,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,27.0,,Transient,72.25,Check-Out,2015-11-10,1,1
44572,City Hotel,0,65,2015,October,41,8,0,3,2,0.0,0,DEU,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,27.0,,Transient,72.25,Check-Out,2015-11-10,1,1
44573,City Hotel,0,210,2015,October,41,8,1,3,2,0.0,0,PRT,BB,0,0,Offline TA/TO,TA/TO,0,A,D,No Deposit,12.0,,Transient-Party,72.75,Check-Out,2015-12-10,2,2
44576,City Hotel,0,210,2015,October,41,8,1,3,2,0.0,0,FRA,BB,0,0,Offline TA/TO,TA/TO,0,A,D,No Deposit,12.0,,Transient-Party,72.75,Check-Out,2015-12-10,2,2
44582,City Hotel,0,210,2015,October,41,8,1,3,2,0.0,0,FRA,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,12.0,,Transient-Party,36.38,Check-Out,2015-12-10,2,2
44583,City Hotel,0,210,2015,October,41,8,1,3,2,0.0,0,PRT,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,12.0,,Transient-Party,72.75,Check-Out,2015-12-10,2,2
44586,City Hotel,0,210,2015,October,41,8,1,3,2,0.0,0,PRT,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,12.0,,Transient-Party,72.75,Check-Out,2015-12-10,2,2
44591,City Hotel,1,210,2015,October,41,8,1,3,1,0.0,0,PRT,HB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,12.0,,Transient-Party,0.0,Canceled,2015-05-10,2,2
44593,City Hotel,0,210,2015,October,41,8,1,3,2,0.0,0,FRA,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,12.0,,Transient-Party,72.75,Check-Out,2015-12-10,2,2
44595,City Hotel,0,210,2015,October,41,8,1,3,2,0.0,0,PRT,BB,0,0,Offline TA/TO,TA/TO,0,A,D,No Deposit,12.0,,Transient-Party,72.75,Check-Out,2015-12-10,2,2
44606,City Hotel,0,62,2015,October,41,8,1,3,2,0.0,0,SRB,BB,0,2,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Contract,89.25,Check-Out,2015-12-10,0,0
44608,City Hotel,0,210,2015,October,41,8,1,3,2,0.0,0,FRA,BB,0,0,Offline TA/TO,TA/TO,0,A,D,No Deposit,12.0,,Transient-Party,72.75,Check-Out,2015-12-10,2,2
44613,City Hotel,0,35,2015,October,41,8,0,2,2,0.0,0,TUR,BB,0,3,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Contract,103.05,Check-Out,2015-10-10,0,0
44614,City Hotel,0,35,2015,October,41,8,0,2,2,0.0,0,IRN,BB,0,3,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Contract,103.05,Check-Out,2015-10-10,0,0
44615,City Hotel,0,62,2015,October,41,8,0,3,1,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,No Deposit,30.0,,Transient-Party,65.45,Check-Out,2015-11-10,1,1
44619,City Hotel,0,62,2015,October,41,8,0,3,1,0.0,0,AUT,BB,0,0,Groups,TA/TO,0,A,A,No Deposit,30.0,,Transient-Party,65.45,Check-Out,2015-11-10,1,1
44622,City Hotel,0,80,2015,October,41,9,0,2,2,0.0,0,PRT,HB,0,0,Offline TA/TO,TA/TO,0,D,D,No Deposit,12.0,,Transient-Party,136.0,Check-Out,2015-11-10,1,1
44623,City Hotel,0,80,2015,October,41,9,0,2,2,0.0,0,PRT,HB,0,0,Offline TA/TO,TA/TO,0,D,D,No Deposit,12.0,,Transient-Party,136.0,Check-Out,2015-11-10,1,1
44624,City Hotel,0,80,2015,October,41,9,0,2,1,0.0,0,PRT,HB,0,0,Offline TA/TO,TA/TO,0,D,D,No Deposit,12.0,,Transient-Party,108.0,Check-Out,2015-11-10,1,1
44625,City Hotel,0,80,2015,October,41,9,0,2,2,0.0,0,PRT,HB,0,0,Offline TA/TO,TA/TO,0,D,A,No Deposit,12.0,,Transient-Party,136.0,Check-Out,2015-11-10,1,1
44626,City Hotel,0,50,2015,October,41,9,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,No Deposit,32.0,,Transient-Party,85.0,Check-Out,2015-11-10,1,1
44627,City Hotel,0,50,2015,October,41,9,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,No Deposit,32.0,,Transient-Party,85.0,Check-Out,2015-11-10,1,1
44628,City Hotel,0,80,2015,October,41,9,0,2,1,0.0,0,PRT,HB,0,0,Offline TA/TO,TA/TO,0,D,D,No Deposit,12.0,,Transient-Party,108.0,Check-Out,2015-11-10,1,1
44632,City Hotel,0,50,2015,October,41,9,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,No Deposit,32.0,,Transient-Party,99.9,Check-Out,2015-11-10,1,1
44635,City Hotel,0,80,2015,October,41,9,0,2,2,0.0,0,PRT,HB,0,0,Offline TA/TO,TA/TO,0,D,E,No Deposit,12.0,,Transient-Party,136.0,Check-Out,2015-11-10,1,1
44640,City Hotel,0,80,2015,October,41,9,0,2,2,0.0,0,PRT,HB,0,0,Offline TA/TO,TA/TO,0,D,A,No Deposit,12.0,,Transient-Party,136.0,Check-Out,2015-11-10,1,1
44644,City Hotel,0,80,2015,October,41,9,0,2,2,0.0,0,PRT,HB,0,0,Offline TA/TO,TA/TO,0,D,A,No Deposit,12.0,,Transient-Party,136.0,Check-Out,2015-11-10,1,1
44650,City Hotel,0,80,2015,October,41,9,0,2,2,0.0,0,PRT,HB,0,0,Offline TA/TO,TA/TO,0,D,D,No Deposit,12.0,,Transient-Party,136.0,Check-Out,2015-11-10,1,1
44651,City Hotel,0,80,2015,October,41,9,0,2,2,0.0,0,PRT,HB,0,0,Offline TA/TO,TA/TO,0,D,A,No Deposit,12.0,,Transient-Party,136.0,Check-Out,2015-11-10,1,1
44652,City Hotel,0,80,2015,October,41,9,0,2,2,0.0,0,PRT,HB,0,0,Offline TA/TO,TA/TO,0,D,D,No Deposit,12.0,,Transient-Party,136.0,Check-Out,2015-11-10,1,1
44657,City Hotel,0,80,2015,October,41,9,0,2,1,0.0,0,PRT,HB,0,0,Offline TA/TO,TA/TO,0,D,D,No Deposit,12.0,,Transient-Party,108.0,Check-Out,2015-11-10,1,1
44659,City Hotel,0,80,2015,October,41,9,0,2,1,0.0,0,PRT,HB,0,0,Offline TA/TO,TA/TO,0,D,D,No Deposit,12.0,,Transient-Party,108.0,Check-Out,2015-11-10,1,1
44662,City Hotel,0,80,2015,October,41,9,0,2,1,0.0,0,PRT,HB,0,0,Offline TA/TO,TA/TO,0,D,D,No Deposit,12.0,,Transient-Party,108.0,Check-Out,2015-11-10,1,1
