reservation_id,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,country,meal,required_car_parking_spaces,total_of_special_requests,market_segment,distribution_channel,is_repeated_guest,reserved_room_type,assigned_room_type,deposit_type,agent,company,customer_type,adr,reservation_status,reservation_status_date
61239,City Hotel,1,33,2016,December,50,5,1,3,2,0.0,0,PRT,SC,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,52.0,,Transient,59.5,Canceled,2016-04-11
61242,City Hotel,1,1,2016,December,50,5,3,5,2,0.0,0,GBR,SC,0,1,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,77.03,No-Show,2016-05-12
61245,City Hotel,1,0,2016,December,50,6,0,0,0,0.0,0,Unknown,SC,0,0,Complementary,Corporate,0,P,P,No Deposit,,279.0,Transient,0.0,Canceled,2016-06-12
61249,City Hotel,1,103,2016,December,50,6,0,1,3,0.0,0,ITA,BB,0,0,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,126.0,Canceled,2016-03-12
61260,City Hotel,1,94,2016,December,50,6,0,3,2,1.0,0,ITA,BB,0,0,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,109.8,Canceled,2016-04-09
61281,City Hotel,1,103,2016,December,50,7,0,1,2,0.0,0,GBR,BB,0,2,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,93.6,Canceled,2016-08-09
61285,City Hotel,1,66,2016,December,50,7,0,3,2,0.0,0,ITA,BB,0,1,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,102.6,Canceled,2016-12-10
61302,City Hotel,1,7,2016,December,50,7,0,4,2,0.0,0,ESP,BB,0,0,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,99.88,Canceled,2016-05-12
61305,City Hotel,1,81,2016,December,50,7,0,4,2,1.0,0,ESP,HB,0,1,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,152.55,Canceled,2016-03-10
61306,City Hotel,1,278,2016,December,50,7,0,4,2,1.0,0,ITA,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,89.25,Canceled,2016-07-09
61308,City Hotel,1,65,2016,December,50,7,0,4,3,0.0,0,ESP,BB,0,1,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,119.0,Canceled,2016-01-11
61313,City Hotel,1,124,2016,December,50,7,1,4,2,0.0,0,ITA,SC,0,0,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,74.8,Canceled,2016-11-08
61346,City Hotel,1,17,2016,December,50,8,0,3,2,0.0,0,GBR,SC,0,0,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,92.67,Canceled,2016-02-12
61358,City Hotel,1,36,2016,December,50,8,0,3,2,0.0,0,DEU,SC,0,0,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,88.0,Canceled,2016-07-11
61369,City Hotel,1,122,2016,December,50,8,0,3,2,0.0,0,PRT,BB,0,0,Online TA,TA/TO,0,A,A,No Deposit,83.0,,Transient,80.0,Canceled,2016-02-12
61371,City Hotel,1,98,2016,December,50,8,0,3,2,0.0,0,ESP,SC,0,2,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,79.2,Canceled,2016-02-09
61374,City Hotel,1,57,2016,December,50,8,0,3,2,0.0,0,GRC,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,93.6,Canceled,2016-03-12
61420,City Hotel,1,42,2016,December,50,9,2,2,2,0.0,0,PRT,SC,0,1,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,74.8,Canceled,2016-02-12
61425,City Hotel,1,0,2016,December,50,9,4,7,2,0.0,0,USA,SC,0,0,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,71.25,No-Show,2016-09-12
61431,City Hotel,1,38,2016,December,50,10,0,1,2,0.0,0,PRT,BB,0,1,Direct,Direct,0,A,A,No Deposit,,,Transient-Party,101.0,Canceled,2016-02-12
61439,City Hotel,1,240,2016,December,50,10,2,1,2,0.0,0,ITA,SC,0,2,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,99.9,Canceled,2016-05-11
61440,City Hotel,1,12,2016,December,50,10,2,1,2,2.0,0,MAR,BB,0,0,Online TA,TA/TO,0,F,F,No Deposit,9.0,,Transient,176.33,Canceled,2016-02-12
61441,City Hotel,1,12,2016,December,50,10,2,2,2,0.0,0,TUR,BB,0,0,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,89.89,Canceled,2016-02-12
61442,City Hotel,1,36,2016,December,50,10,2,2,2,0.0,0,CHE,BB,0,2,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,104.0,Canceled,2016-06-11
61449,City Hotel,1,59,2016,December,51,11,2,1,3,0.0,0,ITA,BB,0,0,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,126.0,Canceled,2016-06-11
61451,City Hotel,1,42,2016,December,51,11,2,3,2,0.0,0,BRA,BB,0,2,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,99.9,Canceled,2016-02-11
61454,City Hotel,1,6,2016,December,51,12,1,0,1,0.0,0,PRT,SC,0,1,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,88.0,Canceled,2016-12-12
61471,City Hotel,1,7,2016,December,51,13,0,2,2,1.0,0,DEU,BB,0,2,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,124.0,Canceled,2016-07-12
61472,City Hotel,1,11,2016,December,51,13,0,3,2,0.0,0,GBR,SC,0,0,Direct,Direct,0,A,A,No Deposit,14.0,,Transient,98.0,Canceled,2016-07-12
61484,City Hotel,1,12,2016,December,51,14,0,2,2,0.0,0,GBR,SC,0,0,Direct,Direct,0,A,A,No Deposit,14.0,,Transient,98.0,Canceled,2016-07-12
61538,City Hotel,1,8,2016,December,51,16,0,2,1,0.0,0,ESP,SC,0,0,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,78.0,Canceled,2016-09-12
61540,City Hotel,1,7,2016,December,51,16,0,2,1,0.0,0,ESP,BB,0,1,Direct,Direct,0,A,A,No Deposit,14.0,,Transient,78.0,Canceled,2016-12-12
61542,City Hotel,1,36,2016,December,51,16,0,2,3,0.0,0,BGD,BB,0,0,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,154.0,Canceled,2016-12-11
61553,City Hotel,1,9,2016,December,51,16,1,2,2,0.0,0,IDN,SC,0,0,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,78.0,Canceled,2016-08-12
61563,City Hotel,1,112,2016,December,51,16,1,2,2,0.0,0,ITA,SC,0,1,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,79.2,Canceled,2016-09-09
61580,City Hotel,1,110,2016,December,51,16,2,3,3,0.0,0,CHE,BB,0,2,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,119.0,Canceled,2016-03-11
61581,City Hotel,1,43,2016,December,51,16,2,3,2,0.0,0,CHE,SC,0,1,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,82.72,Canceled,2016-11-11
61582,City Hotel,1,9,2016,December,51,16,2,4,2,0.0,0,BRA,SC,0,0,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,74.8,Canceled,2016-07-12
61586,City Hotel,1,13,2016,December,51,17,1,1,2,0.0,0,PRT,SC,0,0,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,88.0,Canceled,2016-04-12
61587,City Hotel,1,98,2016,December,51,17,2,2,3,0.0,0,FRA,BB,0,1,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,140.0,Canceled,2016-11-09
61591,City Hotel,1,52,2016,December,51,17,2,4,3,0.0,0,ITA,BB,0,1,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,130.9,Canceled,2016-04-11
61594,City Hotel,1,257,2016,December,51,17,2,5,2,0.0,0,CHE,BB,0,0,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,73.95,Canceled,2016-07-04
61614,City Hotel,1,103,2016,December,52,19,1,2,3,0.0,0,GLP,BB,0,1,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,140.0,Canceled,2016-12-11
61615,City Hotel,1,72,2016,December,52,19,1,3,3,0.0,0,FRA,BB,0,0,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,119.0,Canceled,2016-02-11
61616,City Hotel,1,74,2016,December,52,19,1,3,2,0.0,0,PRT,SC,0,0,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,74.8,Canceled,2016-06-10
61617,City Hotel,1,72,2016,December,52,19,1,3,2,0.0,0,FRA,SC,0,0,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,74.8,Canceled,2016-02-11
61627,City Hotel,1,13,2016,December,52,20,0,3,1,0.0,0,GBR,SC,0,0,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,78.0,Canceled,2016-12-12
61631,City Hotel,1,15,2016,December,52,20,2,5,1,0.0,0,ROU,BB,0,0,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,88.4,Canceled,2016-05-12
61632,City Hotel,1,15,2016,December,52,20,2,5,2,0.0,0,ROU,BB,0,0,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,88.4,Canceled,2016-05-12
61638,City Hotel,1,38,2016,December,52,21,1,4,1,0.0,0,ESP,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,120.7,Canceled,2016-04-12
61639,City Hotel,1,26,2016,December,52,21,1,4,2,0.0,0,PRT,HB,0,0,Online TA,TA/TO,0,A,A,No Deposit,83.0,,Transient,102.72,Canceled,2016-12-12
61640,City Hotel,1,38,2016,December,52,21,1,4,2,0.0,0,ESP,HB,0,1,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,120.7,Canceled,2016-04-12
61647,City Hotel,1,26,2016,December,52,21,1,4,2,0.0,0,PRT,HB,0,0,Online TA,TA/TO,0,A,A,No Deposit,83.0,,Transient,102.72,Canceled,2016-12-12
61649,City Hotel,1,38,2016,December,52,21,1,4,2,0.0,0,ESP,HB,0,1,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,120.7,Canceled,2016-04-12
61678,City Hotel,1,20,2016,December,52,22,1,3,2,0.0,0,FRA,SC,0,1,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,74.8,Canceled,2016-05-12
61692,City Hotel,1,18,2016,December,52,23,0,1,2,0.0,0,PRT,BB,0,0,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,104.0,Canceled,2016-05-12
61698,City Hotel,1,62,2016,December,52,23,1,2,2,1.0,0,PRT,HB,0,1,Online TA,TA/TO,0,A,A,No Deposit,7.0,,Transient,111.88,Canceled,2016-11-12
61700,City Hotel,1,62,2016,December,52,23,1,2,2,1.0,0,PRT,HB,0,1,Online TA,TA/TO,0,A,A,No Deposit,7.0,,Transient,120.88,Canceled,2016-11-12
61702,City Hotel,1,25,2016,December,52,23,1,2,2,0.0,0,ESP,BB,0,0,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,104.0,Canceled,2016-04-12
61719,City Hotel,1,205,2016,December,52,23,3,7,3,0.0,0,BRA,BB,0,0,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,117.64,Canceled,2016-02-06
61722,City Hotel,1,119,2016,December,52,24,1,1,2,1.0,0,GBR,BB,0,0,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,109.8,Canceled,2016-10-09
61729,City Hotel,1,59,2016,December,52,24,2,1,3,0.0,0,BRA,BB,0,2,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,138.6,Canceled,2016-01-11
61735,City Hotel,1,232,2016,December,52,24,2,3,3,0.0,0,PRT,SC,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,83.0,,Transient,75.65,Canceled,2016-08-05
61745,City Hotel,1,20,2016,December,53,25,2,0,2,0.0,0,USA,SC,0,2,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,88.0,Canceled,2016-08-12
61752,City Hotel,1,288,2016,December,53,25,2,4,3,0.0,0,NLD,BB,0,0,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,107.38,Canceled,2016-08-04
61755,City Hotel,1,282,2016,December,53,25,3,5,3,0.0,0,KEN,BB,0,1,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,109.23,Canceled,2016-05-12
61756,City Hotel,1,293,2016,December,53,25,4,6,2,0.0,0,BRA,SC,0,0,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,68.17,Canceled,2016-07-03
61763,City Hotel,1,80,2016,December,53,26,1,2,2,0.0,0,ITA,BB,0,0,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,102.6,Canceled,2016-07-10
61770,City Hotel,1,263,2016,December,53,26,1,3,2,0.0,0,PRT,SC,0,0,Online TA,TA/TO,0,A,A,No Deposit,8.0,,Transient,63.75,Canceled,2016-08-04
61791,City Hotel,1,262,2016,December,53,26,1,3,3,0.0,0,ESP,BB,0,0,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,104.55,Canceled,2016-12-05
61800,City Hotel,1,78,2016,December,53,26,1,3,2,0.0,0,DEU,BB,0,0,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,105.61,Canceled,2016-10-10
61804,City Hotel,1,257,2016,December,53,26,1,4,2,0.0,0,ESP,SC,0,1,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,67.15,Canceled,2016-02-10
61808,City Hotel,1,100,2016,December,53,26,1,4,2,0.0,0,ITA,BB,0,0,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,102.34,Canceled,2016-04-10
61814,City Hotel,1,261,2016,December,53,26,1,5,2,0.0,0,BRA,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,79.62,Canceled,2016-02-12
61841,City Hotel,1,112,2016,December,53,27,0,3,3,0.0,0,PRT,BB,0,0,Online TA,TA/TO,0,D,D,No Deposit,83.0,,Transient,131.13,Canceled,2016-09-09
61843,City Hotel,1,113,2016,December,53,27,0,3,2,0.0,0,NLD,BB,0,0,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,114.9,Canceled,2016-05-09
61844,City Hotel,1,112,2016,December,53,27,0,3,3,0.0,0,PRT,BB,0,0,Online TA,TA/TO,0,D,D,No Deposit,83.0,,Transient,131.13,Canceled,2016-09-09
61845,City Hotel,1,67,2016,December,53,27,0,3,2,2.0,0,ITA,BB,0,0,Online TA,TA/TO,0,F,F,No Deposit,9.0,,Transient,168.9,Canceled,2016-11-11
61852,City Hotel,1,247,2016,December,53,27,1,5,3,0.0,0,BRA,BB,0,0,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,110.78,Canceled,2016-02-05
61861,City Hotel,1,41,2016,December,53,27,2,5,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,No Deposit,,,Transient-Party,69.29,Canceled,2016-12-12
61863,City Hotel,1,41,2016,December,53,27,2,5,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,No Deposit,,,Transient-Party,69.29,Canceled,2016-12-12
61866,City Hotel,1,32,2016,December,53,27,2,5,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,No Deposit,,,Transient-Party,12.0,Canceled,2016-12-12
61876,City Hotel,1,41,2016,December,53,27,2,5,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,No Deposit,,,Transient-Party,69.29,Canceled,2016-12-12
61878,City Hotel,1,41,2016,December,53,27,2,5,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,No Deposit,,,Transient-Party,69.29,Canceled,2016-12-12
61881,City Hotel,1,41,2016,December,53,27,2,5,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,No Deposit,,,Transient-Party,69.29,Canceled,2016-12-12
61889,City Hotel,1,193,2016,December,53,28,0,4,3,0.0,0,FRA,BB,0,1,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,120.7,Canceled,2016-05-12
61899,City Hotel,1,193,2016,December,53,28,0,4,2,0.0,0,FRA,BB,0,1,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,102.85,Canceled,2016-05-12
61903,City Hotel,1,199,2016,December,53,28,0,4,3,0.0,0,FRA,BB,0,1,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,120.7,Canceled,2016-05-12
61904,City Hotel,1,16,2016,December,53,28,2,4,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,3.0,,Transient,76.67,Canceled,2016-12-12
61905,City Hotel,1,16,2016,December,53,28,2,4,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,3.0,,Transient,76.67,Canceled,2016-12-12
61906,City Hotel,1,199,2016,December,53,28,2,4,3,0.0,0,FRA,BB,0,0,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,119.0,Canceled,2016-05-12
61907,City Hotel,1,16,2016,December,53,28,2,4,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,3.0,,Transient,76.67,Canceled,2016-12-12
61908,City Hotel,1,16,2016,December,53,28,2,4,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,3.0,,Transient,76.67,Canceled,2016-12-12
61911,City Hotel,1,16,2016,December,53,28,2,4,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,3.0,,Transient,76.67,Canceled,2016-12-12
61913,City Hotel,1,16,2016,December,53,28,2,4,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,3.0,,Transient,76.67,Canceled,2016-12-12
61915,City Hotel,1,16,2016,December,53,28,2,4,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,3.0,,Transient,76.67,Canceled,2016-12-12
61916,City Hotel,1,16,2016,December,53,28,2,4,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,3.0,,Transient,76.67,Canceled,2016-12-12
61918,City Hotel,1,16,2016,December,53,28,2,4,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,3.0,,Transient,76.67,Canceled,2016-12-12
61920,City Hotel,1,149,2016,December,53,28,1,4,2,0.0,0,PRT,BB,0,1,Online TA,TA/TO,0,G,G,No Deposit,8.0,,Transient,178.67,Canceled,2016-08-10
61923,City Hotel,1,199,2016,December,53,28,2,4,2,0.0,0,PRT,BB,0,0,Online TA,TA/TO,0,D,D,No Deposit,7.0,,Transient,77.89,Canceled,2016-12-06
61924,City Hotel,1,16,2016,December,53,28,2,4,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,3.0,,Transient,76.67,Canceled,2016-12-12
61925,City Hotel,1,16,2016,December,53,28,2,4,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,3.0,,Transient,76.67,Canceled,2016-12-12
61929,City Hotel,1,16,2016,December,53,28,2,4,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,3.0,,Transient,76.67,Canceled,2016-12-12
61935,City Hotel,1,22,2016,December,53,28,4,10,2,0.0,0,RUS,BB,0,1,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,126.04,Canceled,2016-06-12
61970,City Hotel,1,319,2016,December,53,29,1,3,3,0.0,0,IRL,BB,0,2,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,113.9,Canceled,2016-04-12
61972,City Hotel,1,151,2016,December,53,29,1,3,2,1.0,0,ITA,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,128.56,Canceled,2016-02-12
61979,City Hotel,1,282,2016,December,53,29,1,3,2,0.0,0,ESP,BB,0,2,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,83.3,Canceled,2016-02-12
62009,City Hotel,1,126,2016,December,53,30,0,2,2,0.0,0,BGR,BB,0,1,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,139.88,Canceled,2016-07-12
62018,City Hotel,1,207,2016,December,53,30,1,2,2,0.0,0,FRA,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,104.0,,Transient,161.67,Canceled,2016-01-12
62027,City Hotel,1,207,2016,December,53,30,1,2,2,1.0,0,BRA,BB,0,0,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,113.4,Canceled,2016-07-06
62033,City Hotel,1,220,2016,December,53,30,2,2,3,0.0,0,CHL,BB,0,1,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,114.75,Canceled,2016-05-12
62036,City Hotel,1,254,2016,December,53,30,2,2,2,0.0,0,ITA,SC,0,0,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,73.95,Canceled,2016-03-09
62040,City Hotel,1,322,2016,December,53,30,2,3,2,0.0,0,DEU,BB,0,0,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,82.79,Canceled,2016-02-06
62042,City Hotel,1,220,2016,December,53,30,2,2,2,0.0,0,CHL,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,84.15,Canceled,2016-05-12
62044,City Hotel,1,292,2016,December,53,30,2,3,2,0.0,0,BRA,BB,0,0,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,91.79,Canceled,2016-09-06
62064,City Hotel,1,251,2016,December,53,31,2,5,2,0.0,0,RUS,BB,0,0,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,79.29,Canceled,2016-09-08
62071,City Hotel,1,82,2017,January,1,1,2,0,3,0.0,0,RUS,BB,0,2,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,155.7,Canceled,2016-07-12
62092,City Hotel,1,101,2017,January,1,1,2,2,2,0.0,0,ITA,SC,0,2,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,81.6,Canceled,2016-01-10
62094,City Hotel,1,101,2017,January,1,1,2,2,2,0.0,0,ITA,SC,0,2,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,81.6,Canceled,2016-01-10
62098,City Hotel,1,252,2017,January,1,1,2,2,2,0.0,0,CHE,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,77.35,Canceled,2016-02-12
62100,City Hotel,1,142,2017,January,1,1,2,3,2,2.0,0,NLD,BB,0,1,Online TA,TA/TO,0,F,F,No Deposit,9.0,,Transient,144.5,Canceled,2016-09-10
62110,City Hotel,1,60,2017,January,1,2,1,2,2,1.0,0,ESP,BB,0,0,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,111.6,Canceled,2016-12-12
62112,City Hotel,1,93,2017,January,1,2,1,2,3,0.0,0,ESP,BB,0,1,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,126.0,Canceled,2016-11-12
62113,City Hotel,1,71,2017,January,1,2,1,2,2,0.0,0,ESP,BB,0,2,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,102.6,Canceled,2016-07-12
62115,City Hotel,1,93,2017,January,1,2,1,2,3,0.0,0,ESP,BB,0,1,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,126.0,Canceled,2016-11-12
62122,City Hotel,1,306,2017,January,1,2,1,3,2,0.0,0,ITA,SC,0,0,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient-Party,67.15,Canceled,2017-02-01
62128,City Hotel,1,4,2017,January,1,2,1,3,2,0.0,0,ESP,HB,0,0,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,111.78,No-Show,2017-02-01
62137,City Hotel,1,138,2017,January,1,2,1,3,3,0.0,0,ITA,HB,0,3,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,164.05,Canceled,2017-01-01
62148,City Hotel,1,210,2017,January,1,2,1,4,2,0.0,0,RUS,BB,0,0,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,85.0,Canceled,2016-02-07
62151,City Hotel,1,32,2017,January,1,2,1,5,1,0.0,0,ITA,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,88.4,Canceled,2016-02-12
62154,City Hotel,1,50,2017,January,1,3,0,2,1,0.0,0,CHN,SC,0,1,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,71.28,Canceled,2016-08-12
62161,City Hotel,1,50,2017,January,1,3,0,2,2,0.0,0,CHN,SC,0,1,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,71.28,Canceled,2016-08-12
62164,City Hotel,1,54,2017,January,1,3,0,2,2,0.0,0,CHN,BB,0,2,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,77.76,Canceled,2016-08-12
62170,City Hotel,1,133,2017,January,1,3,0,3,2,0.0,0,ESP,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,93.6,Canceled,2016-03-10
62178,City Hotel,1,139,2017,January,1,3,0,4,2,0.0,0,POL,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,85.0,Canceled,2016-08-09
62185,City Hotel,1,46,2017,January,1,3,2,8,2,1.0,0,AGO,BB,0,0,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,105.4,Canceled,2016-06-12
62188,City Hotel,1,28,2017,January,1,4,0,1,1,0.0,0,USA,BB,0,3,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,96.0,Canceled,2016-07-12
62189,City Hotel,1,78,2017,January,1,4,0,1,3,0.0,0,ITA,BB,0,1,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,138.6,Canceled,2016-02-11
62195,City Hotel,1,86,2017,January,1,4,0,3,2,0.0,0,BRA,SC,0,2,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,79.2,Canceled,2016-12-12
62201,City Hotel,1,94,2017,January,1,4,0,4,1,0.0,0,ITA,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,88.4,Canceled,2016-11-10
62231,City Hotel,1,65,2017,January,1,5,0,3,2,0.0,0,ITA,BB,0,0,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,93.6,Canceled,2016-07-11
62233,City Hotel,1,65,2017,January,1,5,0,3,3,0.0,0,ITA,BB,0,0,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,138.6,Canceled,2016-07-11
62255,City Hotel,1,103,2017,January,1,6,1,2,2,0.0,0,AUS,BB,0,2,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,104.0,Canceled,2017-02-01
62278,City Hotel,1,121,2017,January,1,6,2,2,2,0.0,0,ITA,BB,0,0,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,88.4,Canceled,2016-07-09
62279,City Hotel,1,146,2017,January,1,7,0,1,1,0.0,0,PRT,BB,0,2,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,84.6,Canceled,2016-02-09
62280,City Hotel,1,75,2017,January,1,7,1,1,1,0.0,0,USA,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,99.9,Canceled,2016-03-11
62286,City Hotel,1,28,2017,January,1,7,6,16,2,0.0,0,BRA,BB,0,0,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,98.6,Canceled,2016-10-12
62287,City Hotel,1,30,2017,January,1,7,8,21,2,0.0,0,AGO,BB,0,0,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,98.6,Canceled,2016-08-12
